,scientific_name,park_name,observations,category,common_names
315,Sparganium emersum ssp. emersum,YNP,141,Vascular Plant,Emersed Bur-Reed
316,Ribes rotundifolium,YNP,147,Vascular Plant,"Appalachian Gooseberry, Round-Leaved Currant"
317,Ribes rotundifolium,YeNP,237,Vascular Plant,"Appalachian Gooseberry, Round-Leaved Currant"
318,Ribes rotundifolium,BNP,90,Vascular Plant,"Appalachian Gooseberry, Round-Leaved Currant"
319,Ribes rotundifolium,GSMNP,54,Vascular Plant,"Appalachian Gooseberry, Round-Leaved Currant"
320,Pachysandra procumbens,YeNP,213,Vascular Plant,American Pachysandra
321,Pachysandra procumbens,BNP,98,Vascular Plant,American Pachysandra
322,Pachysandra procumbens,YNP,118,Vascular Plant,American Pachysandra
323,Pachysandra procumbens,GSMNP,68,Vascular Plant,American Pachysandra
324,Helianthus annuus,YeNP,265,Vascular Plant,Common Sunflower
325,Helianthus annuus,YeNP,265,Vascular Plant,"Annual Sunflower, Common Sunflower, Sunflower, Wild Sunflower"
326,Helianthus annuus,BNP,140,Vascular Plant,Common Sunflower
327,Helianthus annuus,BNP,140,Vascular Plant,"Annual Sunflower, Common Sunflower, Sunflower, Wild Sunflower"
328,Helianthus annuus,YeNP,235,Vascular Plant,Common Sunflower
329,Helianthus annuus,YeNP,235,Vascular Plant,"Annual Sunflower, Common Sunflower, Sunflower, Wild Sunflower"
330,Helianthus annuus,BNP,118,Vascular Plant,Common Sunflower
331,Helianthus annuus,BNP,118,Vascular Plant,"Annual Sunflower, Common Sunflower, Sunflower, Wild Sunflower"
332,Helianthus annuus,YNP,123,Vascular Plant,Common Sunflower
333,Helianthus annuus,YNP,123,Vascular Plant,"Annual Sunflower, Common Sunflower, Sunflower, Wild Sunflower"
334,Helianthus annuus,YNP,169,Vascular Plant,Common Sunflower
335,Helianthus annuus,YNP,169,Vascular Plant,"Annual Sunflower, Common Sunflower, Sunflower, Wild Sunflower"
336,Helianthus annuus,GSMNP,44,Vascular Plant,Common Sunflower
337,Helianthus annuus,GSMNP,44,Vascular Plant,"Annual Sunflower, Common Sunflower, Sunflower, Wild Sunflower"
338,Helianthus annuus,GSMNP,54,Vascular Plant,Common Sunflower
339,Helianthus annuus,GSMNP,54,Vascular Plant,"Annual Sunflower, Common Sunflower, Sunflower, Wild Sunflower"
340,Blarina brevicauda,BNP,77,Mammal,"Northern Short Tailed Shrew, Northern Short-Tailed Shrew"
341,Blarina brevicauda,GSMNP,86,Mammal,"Northern Short Tailed Shrew, Northern Short-Tailed Shrew"
342,Blarina brevicauda,YeNP,244,Mammal,"Northern Short Tailed Shrew, Northern Short-Tailed Shrew"
343,Blarina brevicauda,YNP,185,Mammal,"Northern Short Tailed Shrew, Northern Short-Tailed Shrew"
344,Polygonum viviparum,GSMNP,107,Vascular Plant,"Alpine Bistort, Serpent-Grass, Viviparous Bistort"
345,Polygonum viviparum,YNP,137,Vascular Plant,"Alpine Bistort, Serpent-Grass, Viviparous Bistort"
346,Polygonum viviparum,YeNP,216,Vascular Plant,"Alpine Bistort, Serpent-Grass, Viviparous Bistort"
347,Polygonum viviparum,BNP,88,Vascular Plant,"Alpine Bistort, Serpent-Grass, Viviparous Bistort"
348,Astragalus purshii var. purshii,YNP,156,Vascular Plant,"Pursh's Milkvetch, Pursh's Milk-Vetch, Woollypod Milkvetch"
349,Astragalus purshii var. purshii,GSMNP,95,Vascular Plant,"Pursh's Milkvetch, Pursh's Milk-Vetch, Woollypod Milkvetch"
350,Astragalus purshii var. purshii,YeNP,235,Vascular Plant,"Pursh's Milkvetch, Pursh's Milk-Vetch, Woollypod Milkvetch"
351,Astragalus purshii var. purshii,BNP,115,Vascular Plant,"Pursh's Milkvetch, Pursh's Milk-Vetch, Woollypod Milkvetch"
352,Orthocarpus luteus,GSMNP,47,Vascular Plant,"Golden-Tongue Owl-Clover, Yellow Owlclover, Yellow Owl's-Clover"
353,Orthocarpus luteus,BNP,78,Vascular Plant,"Golden-Tongue Owl-Clover, Yellow Owlclover, Yellow Owl's-Clover"
354,Orthocarpus luteus,YNP,150,Vascular Plant,"Golden-Tongue Owl-Clover, Yellow Owlclover, Yellow Owl's-Clover"
355,Orthocarpus luteus,YeNP,234,Vascular Plant,"Golden-Tongue Owl-Clover, Yellow Owlclover, Yellow Owl's-Clover"
356,Liparis loeselii,YNP,157,Vascular Plant,"Fen Orchid, Fen Orchis"
357,Liparis loeselii,GSMNP,68,Vascular Plant,"Fen Orchid, Fen Orchis"
358,Liparis loeselii,BNP,112,Vascular Plant,"Fen Orchid, Fen Orchis"
359,Liparis loeselii,YeNP,249,Vascular Plant,"Fen Orchid, Fen Orchis"
360,Cornus canadensis,BNP,89,Vascular Plant,"Bunchberry Dogwood, Canadian Bunchberry"
361,Cornus canadensis,YeNP,233,Vascular Plant,"Bunchberry Dogwood, Canadian Bunchberry"
362,Cornus canadensis,YNP,130,Vascular Plant,"Bunchberry Dogwood, Canadian Bunchberry"
363,Cornus canadensis,GSMNP,98,Vascular Plant,"Bunchberry Dogwood, Canadian Bunchberry"
364,Arctostaphylos uva-ursi,YNP,154,Vascular Plant,"Bearberry, Bearberry Manzanita, Kinnikinnick, Mealberry"
365,Arctostaphylos uva-ursi,BNP,123,Vascular Plant,"Bearberry, Bearberry Manzanita, Kinnikinnick, Mealberry"
366,Arctostaphylos uva-ursi,YeNP,237,Vascular Plant,"Bearberry, Bearberry Manzanita, Kinnikinnick, Mealberry"
367,Arctostaphylos uva-ursi,GSMNP,53,Vascular Plant,"Bearberry, Bearberry Manzanita, Kinnikinnick, Mealberry"
368,Isatis tinctoria,YNP,127,Vascular Plant,Dyer's Woad
369,Isatis tinctoria,GSMNP,64,Vascular Plant,Dyer's Woad
370,Isatis tinctoria,BNP,120,Vascular Plant,Dyer's Woad
371,Isatis tinctoria,YeNP,270,Vascular Plant,Dyer's Woad
372,Eschscholzia hypecoides,BNP,106,Vascular Plant,San Benito Poppy
373,Eschscholzia hypecoides,GSMNP,48,Vascular Plant,San Benito Poppy
374,Eschscholzia hypecoides,YNP,141,Vascular Plant,San Benito Poppy
375,Eschscholzia hypecoides,YeNP,245,Vascular Plant,San Benito Poppy
376,Tofieldia glabra,GSMNP,75,Vascular Plant,"Smooth Bog-Asphodel, Smooth Tofieldia"
377,Tofieldia glabra,YeNP,220,Vascular Plant,"Smooth Bog-Asphodel, Smooth Tofieldia"
378,Tofieldia glabra,BNP,70,Vascular Plant,"Smooth Bog-Asphodel, Smooth Tofieldia"
379,Tofieldia glabra,YNP,138,Vascular Plant,"Smooth Bog-Asphodel, Smooth Tofieldia"
380,Odocoileus virginianus,GSMNP,36,Mammal,White-Tailed Deer
381,Odocoileus virginianus,GSMNP,36,Mammal,"White-Tailed Deer, White-Tailed Deer"
382,Odocoileus virginianus,YeNP,224,Mammal,White-Tailed Deer
383,Odocoileus virginianus,YeNP,224,Mammal,"White-Tailed Deer, White-Tailed Deer"
384,Odocoileus virginianus,YeNP,260,Mammal,White-Tailed Deer
385,Odocoileus virginianus,YeNP,260,Mammal,"White-Tailed Deer, White-Tailed Deer"
386,Odocoileus virginianus,YNP,135,Mammal,White-Tailed Deer
387,Odocoileus virginianus,YNP,135,Mammal,"White-Tailed Deer, White-Tailed Deer"
388,Odocoileus virginianus,BNP,77,Mammal,White-Tailed Deer
389,Odocoileus virginianus,BNP,77,Mammal,"White-Tailed Deer, White-Tailed Deer"
390,Odocoileus virginianus,YNP,150,Mammal,White-Tailed Deer
391,Odocoileus virginianus,YNP,150,Mammal,"White-Tailed Deer, White-Tailed Deer"
392,Odocoileus virginianus,GSMNP,73,Mammal,White-Tailed Deer
393,Odocoileus virginianus,GSMNP,73,Mammal,"White-Tailed Deer, White-Tailed Deer"
394,Odocoileus virginianus,BNP,106,Mammal,White-Tailed Deer
395,Odocoileus virginianus,BNP,106,Mammal,"White-Tailed Deer, White-Tailed Deer"
396,Galium pilosum var. puncticulosum,BNP,137,Vascular Plant,Hairy Bedstraw
397,Galium pilosum var. puncticulosum,YNP,137,Vascular Plant,Hairy Bedstraw
398,Galium pilosum var. puncticulosum,YeNP,252,Vascular Plant,Hairy Bedstraw
399,Galium pilosum var. puncticulosum,GSMNP,112,Vascular Plant,Hairy Bedstraw
400,Physaria didymocarpa var. didymocarpa,YeNP,244,Vascular Plant,Common Twinpod
401,Physaria didymocarpa var. didymocarpa,GSMNP,94,Vascular Plant,Common Twinpod
402,Physaria didymocarpa var. didymocarpa,BNP,64,Vascular Plant,Common Twinpod
403,Physaria didymocarpa var. didymocarpa,YNP,143,Vascular Plant,Common Twinpod
404,Thamnophis sirtalis sirtalis,GSMNP,63,Reptile,Common Garter Snake
405,Thamnophis sirtalis sirtalis,YeNP,260,Reptile,Common Garter Snake
406,Thamnophis sirtalis sirtalis,YNP,151,Reptile,Common Garter Snake
407,Thamnophis sirtalis sirtalis,BNP,108,Reptile,Common Garter Snake
408,Krigia montana,YeNP,214,Vascular Plant,"False Dandelion, Mountain Krigia"
409,Krigia montana,GSMNP,41,Vascular Plant,"False Dandelion, Mountain Krigia"
410,Krigia montana,BNP,103,Vascular Plant,"False Dandelion, Mountain Krigia"
411,Krigia montana,YNP,132,Vascular Plant,"False Dandelion, Mountain Krigia"
412,Puma concolor,BNP,92,Mammal,Panther (Mountain Lion)
413,Puma concolor,BNP,92,Mammal,"Cougar, Mountain Lion, Puma"
414,Puma concolor,BNP,92,Mammal,Mountain Lion
415,Puma concolor,GSMNP,79,Mammal,Panther (Mountain Lion)
416,Puma concolor,GSMNP,79,Mammal,"Cougar, Mountain Lion, Puma"
417,Puma concolor,GSMNP,79,Mammal,Mountain Lion
418,Puma concolor,YeNP,243,Mammal,Panther (Mountain Lion)
419,Puma concolor,YeNP,243,Mammal,"Cougar, Mountain Lion, Puma"
420,Puma concolor,YeNP,243,Mammal,Mountain Lion
421,Puma concolor,GSMNP,48,Mammal,Panther (Mountain Lion)
422,Puma concolor,GSMNP,48,Mammal,"Cougar, Mountain Lion, Puma"
423,Puma concolor,GSMNP,48,Mammal,Mountain Lion
424,Puma concolor,YNP,121,Mammal,Panther (Mountain Lion)
425,Puma concolor,YNP,121,Mammal,"Cougar, Mountain Lion, Puma"
426,Puma concolor,YNP,121,Mammal,Mountain Lion
427,Puma concolor,YNP,165,Mammal,Panther (Mountain Lion)
428,Puma concolor,YNP,165,Mammal,"Cougar, Mountain Lion, Puma"
429,Puma concolor,YNP,165,Mammal,Mountain Lion
430,Puma concolor,YeNP,240,Mammal,Panther (Mountain Lion)
431,Puma concolor,YeNP,240,Mammal,"Cougar, Mountain Lion, Puma"
432,Puma concolor,YeNP,240,Mammal,Mountain Lion
433,Puma concolor,BNP,128,Mammal,Panther (Mountain Lion)
434,Puma concolor,BNP,128,Mammal,"Cougar, Mountain Lion, Puma"
435,Puma concolor,BNP,128,Mammal,Mountain Lion
436,Puma concolor,YeNP,270,Mammal,Panther (Mountain Lion)
437,Puma concolor,YeNP,270,Mammal,"Cougar, Mountain Lion, Puma"
438,Puma concolor,YeNP,270,Mammal,Mountain Lion
439,Puma concolor,GSMNP,112,Mammal,Panther (Mountain Lion)
440,Puma concolor,GSMNP,112,Mammal,"Cougar, Mountain Lion, Puma"
441,Puma concolor,GSMNP,112,Mammal,Mountain Lion
442,Puma concolor,YNP,122,Mammal,Panther (Mountain Lion)
443,Puma concolor,YNP,122,Mammal,"Cougar, Mountain Lion, Puma"
444,Puma concolor,YNP,122,Mammal,Mountain Lion
445,Puma concolor,BNP,91,Mammal,Panther (Mountain Lion)
446,Puma concolor,BNP,91,Mammal,"Cougar, Mountain Lion, Puma"
447,Puma concolor,BNP,91,Mammal,Mountain Lion
448,Sphaeralcea coccinea,BNP,108,Vascular Plant,"Copper Mallow, Orange Globemallow, Red Falsemallow, Scarlet Globemallow"
449,Sphaeralcea coccinea,YeNP,281,Vascular Plant,"Copper Mallow, Orange Globemallow, Red Falsemallow, Scarlet Globemallow"
450,Sphaeralcea coccinea,YNP,142,Vascular Plant,"Copper Mallow, Orange Globemallow, Red Falsemallow, Scarlet Globemallow"
451,Sphaeralcea coccinea,GSMNP,52,Vascular Plant,"Copper Mallow, Orange Globemallow, Red Falsemallow, Scarlet Globemallow"
452,Hypentelium nigricans,GSMNP,54,Fish,Northern Hog Sucker
453,Hypentelium nigricans,BNP,110,Fish,Northern Hog Sucker
454,Hypentelium nigricans,YeNP,250,Fish,Northern Hog Sucker
455,Hypentelium nigricans,YNP,158,Fish,Northern Hog Sucker
456,Cryptantha affinis,BNP,105,Vascular Plant,"Common Cryptantha, Quill Cryptantha"
457,Cryptantha affinis,YeNP,258,Vascular Plant,"Common Cryptantha, Quill Cryptantha"
458,Cryptantha affinis,GSMNP,41,Vascular Plant,"Common Cryptantha, Quill Cryptantha"
459,Cryptantha affinis,YNP,153,Vascular Plant,"Common Cryptantha, Quill Cryptantha"
460,Pellaea atropurpurea,BNP,115,Vascular Plant,"Purple Cliff-Brake, Purple-Stem Cliff-Brake"
461,Pellaea atropurpurea,YNP,134,Vascular Plant,"Purple Cliff-Brake, Purple-Stem Cliff-Brake"
462,Pellaea atropurpurea,YeNP,248,Vascular Plant,"Purple Cliff-Brake, Purple-Stem Cliff-Brake"
463,Pellaea atropurpurea,GSMNP,53,Vascular Plant,"Purple Cliff-Brake, Purple-Stem Cliff-Brake"
464,Platanus occidentalis,GSMNP,98,Vascular Plant,Sycamore
465,Platanus occidentalis,YeNP,235,Vascular Plant,Sycamore
466,Platanus occidentalis,BNP,100,Vascular Plant,Sycamore
467,Platanus occidentalis,YNP,161,Vascular Plant,Sycamore
468,Plantago rugelii,YeNP,223,Vascular Plant,"Black-Seed Plantain, White Man's Footprint"
469,Plantago rugelii,BNP,108,Vascular Plant,"Black-Seed Plantain, White Man's Footprint"
470,Plantago rugelii,YNP,111,Vascular Plant,"Black-Seed Plantain, White Man's Footprint"
471,Plantago rugelii,GSMNP,78,Vascular Plant,"Black-Seed Plantain, White Man's Footprint"
472,Lewisia nevadensis,BNP,82,Vascular Plant,"Nevada Bitterroot, Nevada Bitter-Root, Nevada Lewisia"
473,Lewisia nevadensis,YNP,128,Vascular Plant,"Nevada Bitterroot, Nevada Bitter-Root, Nevada Lewisia"
474,Lewisia nevadensis,GSMNP,43,Vascular Plant,"Nevada Bitterroot, Nevada Bitter-Root, Nevada Lewisia"
475,Lewisia nevadensis,YeNP,268,Vascular Plant,"Nevada Bitterroot, Nevada Bitter-Root, Nevada Lewisia"
476,Arenaria congesta var. subcongesta,GSMNP,90,Vascular Plant,"Ballhead Sandwort, Loosehead Sandwort"
477,Arenaria congesta var. subcongesta,YNP,148,Vascular Plant,"Ballhead Sandwort, Loosehead Sandwort"
478,Arenaria congesta var. subcongesta,BNP,103,Vascular Plant,"Ballhead Sandwort, Loosehead Sandwort"
479,Arenaria congesta var. subcongesta,YeNP,230,Vascular Plant,"Ballhead Sandwort, Loosehead Sandwort"
480,Calystegia sepium,YeNP,218,Vascular Plant,Hedge Bindweed
481,Calystegia sepium,BNP,89,Vascular Plant,Hedge Bindweed
482,Calystegia sepium,YNP,112,Vascular Plant,Hedge Bindweed
483,Calystegia sepium,GSMNP,53,Vascular Plant,Hedge Bindweed
484,Carex backii,GSMNP,58,Vascular Plant,"Back's Sedge, Rocky Mountain Sedge"
485,Carex backii,YeNP,282,Vascular Plant,"Back's Sedge, Rocky Mountain Sedge"
486,Carex backii,BNP,99,Vascular Plant,"Back's Sedge, Rocky Mountain Sedge"
487,Carex backii,YNP,135,Vascular Plant,"Back's Sedge, Rocky Mountain Sedge"
488,Betula nigra,BNP,106,Vascular Plant,River Birch
489,Betula nigra,YeNP,281,Vascular Plant,River Birch
490,Betula nigra,GSMNP,42,Vascular Plant,River Birch
491,Betula nigra,YNP,141,Vascular Plant,River Birch
492,Quercus,BNP,59,Vascular Plant,Oak
493,Quercus,YeNP,266,Vascular Plant,Oak
494,Quercus,GSMNP,60,Vascular Plant,Oak
495,Quercus,YNP,103,Vascular Plant,Oak
496,Spiraea prunifolia,GSMNP,48,Vascular Plant,"Bridal-Wreath, Spiraea"
497,Spiraea prunifolia,YNP,173,Vascular Plant,"Bridal-Wreath, Spiraea"
498,Spiraea prunifolia,YeNP,275,Vascular Plant,"Bridal-Wreath, Spiraea"
499,Spiraea prunifolia,BNP,105,Vascular Plant,"Bridal-Wreath, Spiraea"
500,Andropogon glomeratus,BNP,65,Vascular Plant,"Bushy Bluestem, Marsh Broomsedge"
501,Andropogon glomeratus,YNP,135,Vascular Plant,"Bushy Bluestem, Marsh Broomsedge"
502,Andropogon glomeratus,YeNP,264,Vascular Plant,"Bushy Bluestem, Marsh Broomsedge"
503,Andropogon glomeratus,GSMNP,82,Vascular Plant,"Bushy Bluestem, Marsh Broomsedge"
504,Didymodon fallax var. reflexus,YeNP,208,Nonvascular Plant,Didymodon Moss
505,Didymodon fallax var. reflexus,BNP,91,Nonvascular Plant,Didymodon Moss
506,Didymodon fallax var. reflexus,YNP,163,Nonvascular Plant,Didymodon Moss
507,Didymodon fallax var. reflexus,GSMNP,67,Nonvascular Plant,Didymodon Moss
508,Rhynchospora alba,BNP,88,Vascular Plant,White Beaksedge
509,Rhynchospora alba,YeNP,254,Vascular Plant,White Beaksedge
510,Rhynchospora alba,YNP,145,Vascular Plant,White Beaksedge
511,Rhynchospora alba,GSMNP,101,Vascular Plant,White Beaksedge
512,Accipiter cooperii,BNP,95,Bird,Cooper's Hawk
513,Accipiter cooperii,YNP,138,Bird,Cooper's Hawk
514,Accipiter cooperii,YeNP,245,Bird,Cooper's Hawk
515,Accipiter cooperii,GSMNP,65,Bird,Cooper's Hawk
516,Eurycea longicauda longicauda,YNP,147,Amphibian,Longtail Salamander
517,Eurycea longicauda longicauda,BNP,122,Amphibian,Longtail Salamander
518,Eurycea longicauda longicauda,YeNP,258,Amphibian,Longtail Salamander
519,Eurycea longicauda longicauda,GSMNP,66,Amphibian,Longtail Salamander
520,Scleria oligantha,GSMNP,70,Vascular Plant,"Little-Headed Nutrush, Nut-Rush"
521,Scleria oligantha,YNP,151,Vascular Plant,"Little-Headed Nutrush, Nut-Rush"
522,Scleria oligantha,YeNP,257,Vascular Plant,"Little-Headed Nutrush, Nut-Rush"
523,Scleria oligantha,BNP,121,Vascular Plant,"Little-Headed Nutrush, Nut-Rush"
524,Orthotrichum stellatum,GSMNP,71,Nonvascular Plant,Stellate Orthotrichum Moss
525,Orthotrichum stellatum,BNP,131,Nonvascular Plant,Stellate Orthotrichum Moss
526,Orthotrichum stellatum,YNP,178,Nonvascular Plant,Stellate Orthotrichum Moss
527,Orthotrichum stellatum,YeNP,222,Nonvascular Plant,Stellate Orthotrichum Moss
528,Rhododendron maximum,BNP,100,Vascular Plant,"Great Laurel, Rosebay Rhododendron"
529,Rhododendron maximum,YeNP,238,Vascular Plant,"Great Laurel, Rosebay Rhododendron"
530,Rhododendron maximum,YNP,148,Vascular Plant,"Great Laurel, Rosebay Rhododendron"
531,Rhododendron maximum,GSMNP,88,Vascular Plant,"Great Laurel, Rosebay Rhododendron"
532,Morus alba,GSMNP,49,Vascular Plant,White Mulberry
533,Morus alba,YeNP,231,Vascular Plant,White Mulberry
534,Morus alba,YNP,161,Vascular Plant,White Mulberry
535,Morus alba,BNP,106,Vascular Plant,White Mulberry
536,Sambucus racemosa var. racemosa,GSMNP,77,Vascular Plant,"Bunchberry Elder, Red Elderberry"
537,Sambucus racemosa var. racemosa,YNP,178,Vascular Plant,"Bunchberry Elder, Red Elderberry"
538,Sambucus racemosa var. racemosa,BNP,142,Vascular Plant,"Bunchberry Elder, Red Elderberry"
539,Sambucus racemosa var. racemosa,YeNP,255,Vascular Plant,"Bunchberry Elder, Red Elderberry"
540,Nemacladus interior,BNP,100,Vascular Plant,Sierra Threadplant
541,Nemacladus interior,GSMNP,78,Vascular Plant,Sierra Threadplant
542,Nemacladus interior,YeNP,230,Vascular Plant,Sierra Threadplant
543,Nemacladus interior,YNP,181,Vascular Plant,Sierra Threadplant
544,Sphagnum subsecundum,GSMNP,73,Nonvascular Plant,Sphagnum
545,Sphagnum subsecundum,BNP,69,Nonvascular Plant,Sphagnum
546,Sphagnum subsecundum,YNP,141,Nonvascular Plant,Sphagnum
547,Sphagnum subsecundum,YeNP,209,Nonvascular Plant,Sphagnum
548,Euphagus cyanocephalus,BNP,79,Bird,Brewer's Blackbird
549,Euphagus cyanocephalus,YNP,119,Bird,Brewer's Blackbird
550,Euphagus cyanocephalus,YeNP,241,Bird,Brewer's Blackbird
551,Euphagus cyanocephalus,GSMNP,99,Bird,Brewer's Blackbird
552,Eleocharis quinqueflora,BNP,106,Vascular Plant,"Fewflower Spikerush, Few-Flower Spikerush, Few-Flower Spike-Rush, Fewflowered Spikesedge"
553,Eleocharis quinqueflora,YeNP,243,Vascular Plant,"Fewflower Spikerush, Few-Flower Spikerush, Few-Flower Spike-Rush, Fewflowered Spikesedge"
554,Eleocharis quinqueflora,GSMNP,43,Vascular Plant,"Fewflower Spikerush, Few-Flower Spikerush, Few-Flower Spike-Rush, Fewflowered Spikesedge"
555,Eleocharis quinqueflora,YNP,142,Vascular Plant,"Fewflower Spikerush, Few-Flower Spikerush, Few-Flower Spike-Rush, Fewflowered Spikesedge"
556,Crotalaria sagittalis,BNP,56,Vascular Plant,Arrowhead Rattlebox
557,Crotalaria sagittalis,YeNP,248,Vascular Plant,Arrowhead Rattlebox
558,Crotalaria sagittalis,GSMNP,72,Vascular Plant,Arrowhead Rattlebox
559,Crotalaria sagittalis,YNP,173,Vascular Plant,Arrowhead Rattlebox
560,Erechtites hieracifolia,YNP,134,Vascular Plant,Burnweed
561,Erechtites hieracifolia,GSMNP,115,Vascular Plant,Burnweed
562,Erechtites hieracifolia,BNP,104,Vascular Plant,Burnweed
563,Erechtites hieracifolia,YeNP,240,Vascular Plant,Burnweed
564,Scrophularia marilandica,BNP,89,Vascular Plant,"Carpenter's Square Figwort, Figwort"
565,Scrophularia marilandica,YNP,132,Vascular Plant,"Carpenter's Square Figwort, Figwort"
566,Scrophularia marilandica,YeNP,270,Vascular Plant,"Carpenter's Square Figwort, Figwort"
567,Scrophularia marilandica,GSMNP,54,Vascular Plant,"Carpenter's Square Figwort, Figwort"
568,Viola blanda var. blanda,GSMNP,108,Vascular Plant,Sweet White Violet
569,Viola blanda var. blanda,YeNP,245,Vascular Plant,Sweet White Violet
570,Viola blanda var. blanda,YNP,175,Vascular Plant,Sweet White Violet
571,Viola blanda var. blanda,BNP,140,Vascular Plant,Sweet White Violet
572,Hordeum murinum ssp. murinum,YNP,115,Vascular Plant,Wall Barley
573,Hordeum murinum ssp. murinum,YeNP,232,Vascular Plant,Wall Barley
574,Hordeum murinum ssp. murinum,BNP,78,Vascular Plant,Wall Barley
575,Hordeum murinum ssp. murinum,GSMNP,82,Vascular Plant,Wall Barley
576,Calcarius lapponicus,BNP,91,Bird,Lapland Longspur
577,Calcarius lapponicus,YNP,95,Bird,Lapland Longspur
578,Calcarius lapponicus,GSMNP,104,Bird,Lapland Longspur
579,Calcarius lapponicus,YeNP,246,Bird,Lapland Longspur
580,Agrostis mertensii,YNP,135,Vascular Plant,Northern Agrostis
581,Agrostis mertensii,YNP,135,Vascular Plant,"Arctic Bentgrass, Northern Bentgrass"
582,Agrostis mertensii,YNP,128,Vascular Plant,Northern Agrostis
